 saioa_id ;    eguna    ; ordutegia ; filma_id ; aretoa_id ; zinema_id 
588; 2024-02-22;  12:00:02;12;13;3
589; 2024-02-22;  14:30:02;13;14;4
590; 2024-02-22;  17:00:02;14;15;5
591; 2024-02-22;  11:15:02;15;16;1
592; 2024-02-22;  13:45:02;16;17;2
593; 2024-02-22;  16:30:02;1;18;3
594; 2024-02-22;  12:15:02;2;19;4
595; 2024-02-22;  14:45:02;3;20;5
596; 2024-02-22;  17:00:02;4;21;1
597; 2024-02-22;  11:00:02;5;22;2
598; 2024-02-22;  13:30:02;6;23;3
599; 2024-02-22;  16:15:02;7;24;4
600; 2024-02-22;  12:00:02;8;25;5
601; 2024-02-23;  13:00:03;9;1;1
602; 2024-02-23;  15:30:03;10;2;2
603; 2024-02-23;  18:00:03;11;3;3
604; 2024-02-23;  13:30:03;12;4;4
605; 2024-02-23;  16:00:03;13;5;5
606; 2024-02-23;  19:00:03;14;6;1
607; 2024-02-23;  14:00:03;15;7;2
608; 2024-02-23;  17:30:03;16;8;3
609; 2024-02-23;  20:00:03;1;9;4
610; 2024-02-23;  12:45:03;2;10;5
611; 2024-02-23;  15:15:03;3;11;1
612; 2024-02-23;  17:45:03;4;12;2
613; 2024-02-23;  11:30:03;5;13;3
614; 2024-02-23;  14:00:03;6;14;4
615; 2024-02-23;  16:30:03;7;15;5
616; 2024-02-23;  10:00:03;8;16;1
617; 2024-02-23;  12:15:03;9;17;2
618; 2024-02-23;  15:00:03;10;18;3
619; 2024-02-23;  13:45:03;11;19;4
620; 2024-02-23;  16:00:03;12;20;5
621; 2024-02-23;  18:45:03;13;21;1
622; 2024-02-23;  12:30:03;14;22;2
623; 2024-02-23;  15:00:03;15;23;3
624; 2024-02-23;  17:30:03;16;24;4
625; 2024-02-23;  14:15:03;1;25;5
626; 2024-02-23;  16:45:03;2;1;1
627; 2024-02-23;  19:00:03;3;2;2
628; 2024-02-23;  11:00:03;4;3;3
629; 2024-02-23;  13:30:03;5;4;4
630; 2024-02-23;  16:15:03;6;5;5
631; 2024-02-23;  12:00:03;7;6;1
632; 2024-02-23;  14:30:03;8;7;2
633; 2024-02-23;  17:00:03;9;8;3
634; 2024-02-23;  13:15:03;10;9;4
635; 2024-02-23;  15:45:03;11;10;5
636; 2024-02-23;  18:30:03;12;11;1
637; 2024-02-23;  10:30:03;13;12;2
638; 2024-02-23;  13:00:03;14;13;3
639; 2024-02-23;  15:45:03;15;14;4
640; 2024-02-23;  11:00:03;16;15;5
641; 2024-02-23;  14:00:03;1;16;1
642; 2024-02-23;  16:30:03;2;17;2
643; 2024-02-23;  12:15:03;3;18;3
644; 2024-02-23;  14:45:03;4;19;4
645; 2024-02-23;  17:00:03;5;20;5
646; 2024-02-23;  10:45:03;6;21;1
647; 2024-02-23;  13:30:03;7;22;2
648; 2024-02-23;  16:15:03;8;23;3
649; 2024-02-23;  12:00:03;9;24;4
650; 2024-02-23;  14:30:03;10;25;5
651; 2024-02-23;  17:00:03;11;1;1
652; 2024-02-23;  13:15:03;12;2;2
653; 2024-02-23;  15:45:03;13;3;3
654; 2024-02-23;  18:30:03;14;4;4
655; 2024-02-23;  10:30:03;15;5;5
656; 2024-02-23;  13:00:03;16;6;1
657; 2024-02-23;  15:45:03;1;7;2
658; 2024-02-23;  11:00:03;2;8;3
659; 2024-02-23;  14:00:03;3;9;4
660; 2024-02-23;  16:30:03;4;10;5
661; 2024-02-23;  12:15:03;5;11;1
662; 2024-02-23;  14:45:03;6;12;2
663; 2024-02-23;  17:00:03;7;13;3
664; 2024-02-23;  10:45:03;8;14;4
665; 2024-02-23;  13:30:03;9;15;5
666; 2024-02-23;  16:15:03;10;16;1
667; 2024-02-23;  12:00:03;11;17;2
668; 2024-02-23;  14:30:03;12;18;3
669; 2024-02-23;  17:00:03;13;19;4
670; 2024-02-23;  11:15:03;14;20;5
671; 2024-02-23;  13:45:03;15;21;1
672; 2024-02-23;  16:30:03;16;22;2
673; 2024-02-23;  12:15:03;1;23;3
674; 2024-02-23;  14:45:03;2;24;4
675; 2024-02-23;  17:00:03;3;25;5
676; 2024-02-24;  11:00:03;4;1;1
677; 2024-02-24;  13:30:03;5;2;2
678; 2024-02-24;  16:15:03;6;3;3
679; 2024-02-24;  12:00:03;7;4;4
680; 2024-02-24;  14:30:03;8;5;5
681; 2024-02-24;  17:00:03;9;6;1
682; 2024-02-24;  11:15:03;10;7;2
683; 2024-02-24;  13:45:03;11;8;3
684; 2024-02-24;  16:30:03;12;9;4
685; 2024-02-24;  12:15:03;13;10;5
686; 2024-02-24;  14:45:03;14;11;1
687; 2024-02-24;  17:00:03;15;12;2
688; 2024-02-24;  11:00:03;16;13;3
689; 2024-02-24;  13:30:03;1;14;4
690; 2024-02-24;  16:15:03;2;15;5
691; 2024-02-24;  12:00:03;3;16;1
692; 2024-02-24;  14:30:03;4;17;2
693; 2024-02-24;  17:00:03;5;18;3
694; 2024-02-24;  10:45:03;6;19;4
695; 2024-02-24;  13:30:03;7;20;5
696; 2024-02-24;  16:15:03;8;21;1
697; 2024-02-24;  12:00:03;9;22;2
698; 2024-02-24;  14:30:03;10;23;3
699; 2024-02-24;  17:00:03;11;24;4
700; 2024-02-24;  11:15:03;12;25;5
701; 2024-02-24;  13:45:03;13;1;1
702; 2024-02-24;  16:30:03;14;2;2
703; 2024-02-24;  12:15:03;15;3;3
704; 2024-02-24;  14:45:03;16;4;4
705; 2024-02-24;  17:00:03;1;5;5
706; 2024-02-24;  11:00:03;2;6;1
707; 2024-02-24;  13:30:03;3;7;2
708; 2024-02-24;  16:15:03;4;8;3
709; 2024-02-24;  12:00:03;5;9;4
710; 2024-02-24;  14:30:03;6;10;5
711; 2024-02-24;  17:00:03;7;11;1
712; 2024-02-24;  11:15:03;8;12;2
713; 2024-02-24;  13:45:03;9;13;3
714; 2024-02-24;  16:30:03;10;14;4
715; 2024-02-24;  12:15:03;11;15;5
716; 2024-02-24;  14:45:03;12;16;1
717; 2024-02-24;  17:00:03;13;17;2
718; 2024-02-24;  11:00:03;14;18;3
719; 2024-02-24;  13:30:03;15;19;4
720; 2024-02-24;  16:15:03;16;20;5
721; 2024-02-24;  12:00:03;1;21;1
722; 2024-02-24;  14:30:03;2;22;2
723; 2024-02-24;  17:00:03;3;23;3
724; 2024-02-24;  10:45:03;4;24;4
725; 2024-02-24;  13:30:03;5;25;5
726; 2024-02-24;  16:15:03;6;1;1
727; 2024-02-24;  12:00:03;7;2;2
728; 2024-02-24;  14:30:03;8;3;3
729; 2024-02-24;  17:00:03;9;4;4
730; 2024-02-24;  11:15:03;10;5;5
731; 2024-02-24;  13:45:03;11;6;1
732; 2024-02-24;  16:30:03;12;7;2
733; 2024-02-24;  12:15:03;13;8;3
734; 2024-02-24;  14:45:03;14;9;4
735; 2024-02-24;  17:00:03;15;10;5
736; 2024-02-24;  11:00:03;16;11;1
737; 2024-02-24;  13:30:03;1;12;2
738; 2024-02-24;  16:15:03;2;13;3
739; 2024-02-24;  12:00:03;3;14;4
740; 2024-02-24;  14:30:03;4;15;5
741; 2024-02-24;  17:00:03;5;16;1
742; 2024-02-24;  11:15:03;6;17;2
743; 2024-02-24;  13:45:03;7;18;3
744; 2024-02-24;  16:30:03;8;19;4
745; 2024-02-24;  12:15:03;9;20;5
746; 2024-02-24;  14:45:03;10;21;1
747; 2024-02-24;  17:00:03;11;22;2
748; 2024-02-24;  11:00:03;12;23;3
749; 2024-02-24;  13:30:03;13;24;4
750; 2024-02-24;  16:15:03;14;25;5
751; 2024-02-25;  12:00:03;15;1;1
752; 2024-02-25;  14:30:03;16;2;2
753; 2024-02-25;  17:00:03;1;3;3
754; 2024-02-25;  10:45:03;2;4;4
755; 2024-02-25;  13:30:03;3;5;5
756; 2024-02-25;  16:15:03;4;6;1
757; 2024-02-25;  12:00:03;5;7;2
758; 2024-02-25;  14:30:03;6;8;3
759; 2024-02-25;  17:00:03;7;9;4
760; 2024-02-25;  11:15:03;8;10;5
761; 2024-02-25;  13:45:03;9;11;1
762; 2024-02-25;  16:30:03;10;12;2
763; 2024-02-25;  12:15:03;11;13;3
764; 2024-02-25;  14:45:03;12;14;4
765; 2024-02-25;  17:00:03;13;15;5
766; 2024-02-25;  11:00:03;14;16;1
767; 2024-02-25;  13:30:03;15;17;2
768; 2024-02-25;  12:00:03;16;18;3
769; 2024-02-25;  14:30:03;1;19;4
770; 2024-02-25;  17:00:03;2;20;5
771; 2024-02-25;  11:15:03;3;21;1
772; 2024-02-25;  13:45:03;4;22;2
773; 2024-02-25;  16:30:03;5;23;3
774; 2024-02-25;  12:15:03;6;24;4
775; 2024-02-25;  14:45:03;7;25;5
776; 2024-02-25;  17:00:03;8;1;1
777; 2024-02-25;  11:00:03;9;2;2
778; 2024-02-25;  13:30:03;10;3;3
779; 2024-02-25;  16:15:03;11;4;4
780; 2024-02-25;  13:30:03;12;5;5
781; 2024-02-25;  16:15:03;13;6;1
782; 2024-02-25;  12:00:03;14;7;2
783; 2024-02-25;  14:30:03;15;8;3
784; 2024-02-25;  16:45:03;16;9;4
785; 2024-02-25;  10:00:03;1;10;5
786; 2024-02-25;  11:45:03;2;11;1
787; 2024-02-25;  16:15:03;3;12;2
788; 2024-02-25;  12:00:03;4;13;3
789; 2024-02-25;  14:30:03;5;14;4
790; 2024-02-25;  17:00:03;6;15;5
791; 2024-02-25;  11:15:03;7;16;1
792; 2024-02-25;  13:45:03;8;17;2
793; 2024-02-25;  16:30:03;9;18;3
794; 2024-02-25;  12:15:03;10;19;4
795; 2024-02-25;  14:45:03;11;20;5
796; 2024-02-25;  17:00:03;12;21;1
797; 2024-02-25;  11:00:03;13;22;2
798; 2024-02-25;  13:30:03;14;23;3
799; 2024-02-25;  16:15:03;15;24;4
800; 2024-02-25;  12:00:03;16;25;5
801; 2024-02-25;  13:00:04;1;1;1
802; 2024-02-25;  15:30:04;2;2;2
803; 2024-02-25;  18:00:04;3;3;3
804; 2024-02-25;  13:30:04;4;4;4
805; 2024-02-25;  16:00:04;5;5;5
806; 2024-02-25;  19:00:04;6;6;1
807; 2024-02-25;  14:00:04;7;7;2
808; 2024-02-25;  17:30:04;8;8;3
809; 2024-02-25;  20:00:04;9;9;4
810; 2024-02-25;  12:45:04;10;10;5
811; 2024-02-25;  15:15:04;11;11;1
812; 2024-02-25;  17:45:04;12;12;2
813; 2024-02-25;  11:30:04;13;13;3
814; 2024-02-25;  14:00:04;14;14;4
815; 2024-02-25;  16:30:04;15;15;5
816; 2024-02-25;  10:00:04;16;16;1
817; 2024-02-25;  12:15:04;1;17;2
818; 2024-02-25;  15:00:04;2;18;3
819; 2024-02-25;  13:45:04;3;19;4
820; 2024-02-25;  16:00:04;4;20;5
821; 2024-02-25;  18:45:04;5;21;1
822; 2024-02-25;  12:30:04;6;22;2
823; 2024-02-25;  15:00:04;7;23;3
824; 2024-02-25;  17:30:04;8;24;4
825; 2024-02-25;  14:15:04;9;25;5
826; 2024-02-26;  16:45:04;10;1;1
827; 2024-02-26;  19:00:04;11;2;2
828; 2024-02-26;  11:00:04;12;3;3
829; 2024-02-26;  13:30:04;13;4;4
830; 2024-02-26;  16:15:04;14;5;5
831; 2024-02-26;  12:00:04;15;6;1
832; 2024-02-26;  14:30:04;16;7;2
833; 2024-02-26;  17:00:04;1;8;3
834; 2024-02-26;  13:15:04;2;9;4
835; 2024-02-26;  15:45:04;3;10;5
836; 2024-02-26;  18:30:04;4;11;1
837; 2024-02-26;  10:30:04;5;12;2
838; 2024-02-26;  13:00:04;6;13;3
839; 2024-02-26;  15:45:04;7;14;4
840; 2024-02-26;  11:00:04;8;15;5
841; 2024-02-26;  14:00:04;9;16;1
842; 2024-02-26;  16:30:04;10;17;2
843; 2024-02-26;  12:15:04;11;18;3
844; 2024-02-26;  14:45:04;12;19;4
845; 2024-02-26;  17:00:04;13;20;5
846; 2024-02-26;  10:45:04;14;21;1
847; 2024-02-26;  13:30:04;15;22;2
848; 2024-02-26;  16:15:04;16;23;3
849; 2024-02-26;  12:00:04;1;24;4
850; 2024-02-26;  14:30:04;2;25;5
851; 2024-02-26;  17:00:04;3;1;1
852; 2024-02-26;  13:15:04;4;2;2
853; 2024-02-26;  15:45:04;5;3;3
854; 2024-02-26;  18:30:04;6;4;4
855; 2024-02-26;  10:30:04;7;5;5
856; 2024-02-26;  13:00:04;8;6;1
857; 2024-02-26;  15:45:04;9;7;2
858; 2024-02-26;  11:00:04;10;8;3
859; 2024-02-26;  14:00:04;11;9;4
860; 2024-02-26;  16:30:04;12;10;5
861; 2024-02-26;  12:15:04;13;11;1
862; 2024-02-26;  14:45:04;14;12;2
863; 2024-02-26;  17:00:04;15;13;3
864; 2024-02-26;  10:45:04;16;14;4
865; 2024-02-26;  13:30:04;1;15;5
866; 2024-02-26;  16:15:04;2;16;1
867; 2024-02-26;  12:00:04;3;17;2
868; 2024-02-26;  14:30:04;4;18;3
869; 2024-02-26;  17:00:04;5;19;4
870; 2024-02-26;  11:15:04;6;20;5
871; 2024-02-26;  13:45:04;7;21;1
872; 2024-02-26;  16:30:04;8;22;2
873; 2024-02-26;  12:15:04;9;23;3
874; 2024-02-26;  14:45:04;10;24;4
875; 2024-02-26;  17:00:04;11;25;5
876; 2024-02-26;  11:00:04;12;1;1
877; 2024-02-26;  13:30:04;13;2;2
878; 2024-02-26;  16:15:04;14;3;3
879; 2024-02-26;  12:00:04;15;4;4
880; 2024-02-26;  14:30:04;16;5;5
881; 2024-02-26;  17:00:04;1;6;1
882; 2024-02-26;  11:15:04;2;7;2
883; 2024-02-26;  13:45:04;3;8;3
884; 2024-02-26;  16:30:04;4;9;4
885; 2024-02-26;  12:15:04;5;10;5
886; 2024-02-26;  14:45:04;6;11;1
887; 2024-02-26;  17:00:04;7;12;2
888; 2024-02-26;  11:00:04;8;13;3
889; 2024-02-26;  13:30:04;9;14;4
890; 2024-02-26;  16:15:04;10;15;5
891; 2024-02-26;  12:00:04;11;16;1
892; 2024-02-26;  14:30:04;12;17;2
893; 2024-02-26;  17:00:04;13;18;3
894; 2024-02-26;  10:45:04;14;19;4
895; 2024-02-26;  13:30:04;15;20;5
896; 2024-02-26;  16:15:04;16;21;1
897; 2024-02-26;  12:00:04;1;22;2
898; 2024-02-26;  14:30:04;2;23;3
899; 2024-02-26;  17:00:04;3;24;4
900; 2024-02-26;  11:15:04;4;25;5
901; 2024-02-27;  13:45:04;5;1;1
902; 2024-02-27;  16:30:04;6;2;2
903; 2024-02-27;  12:15:04;7;3;3
904; 2024-02-27;  14:45:04;8;4;4
905; 2024-02-27;  17:00:04;9;5;5
906; 2024-02-27;  11:00:04;10;6;1
907; 2024-02-27;  13:30:04;11;7;2
908; 2024-02-27;  16:15:04;12;8;3
909; 2024-02-27;  12:00:04;13;9;4
910; 2024-02-27;  14:30:04;14;10;5
911; 2024-02-27;  17:00:04;15;11;1
912; 2024-02-27;  11:15:04;16;12;2
913; 2024-02-27;  13:45:04;1;13;3
914; 2024-02-27;  16:30:04;2;14;4
915; 2024-02-27;  12:15:04;3;15;5
916; 2024-02-27;  14:45:04;4;16;1
917; 2024-02-27;  17:00:04;5;17;2
918; 2024-02-27;  11:00:04;6;18;3
919; 2024-02-27;  13:30:04;7;19;4
920; 2024-02-27;  16:15:04;8;20;5
921; 2024-02-27;  12:00:04;9;21;1
922; 2024-02-27;  14:30:04;10;22;2
923; 2024-02-27;  17:00:04;11;23;3
924; 2024-02-27;  10:45:04;12;24;4
925; 2024-02-27;  13:30:04;13;25;5
926; 2024-02-27;  16:15:04;14;1;1
927; 2024-02-27;  12:00:04;15;2;2
928; 2024-02-27;  14:30:04;16;3;3
929; 2024-02-27;  17:00:04;1;4;4
930; 2024-02-27;  11:15:04;2;5;5
931; 2024-02-27;  13:45:04;3;6;1
932; 2024-02-27;  16:30:04;4;7;2
933; 2024-02-27;  12:15:04;5;8;3
934; 2024-02-27;  14:45:04;6;9;4
935; 2024-02-27;  17:00:04;7;10;5
936; 2024-02-27;  11:00:04;8;11;1
937; 2024-02-27;  13:30:04;9;12;2
938; 2024-02-27;  16:15:04;10;13;3
939; 2024-02-27;  12:00:04;11;14;4
940; 2024-02-27;  14:30:04;12;15;5
941; 2024-02-27;  17:00:04;13;16;1
942; 2024-02-27;  11:15:04;14;17;2
943; 2024-02-27;  13:45:04;15;18;3
944; 2024-02-27;  16:30:04;16;19;4
945; 2024-02-27;  12:15:04;1;20;5
946; 2024-02-27;  14:45:04;2;21;1
947; 2024-02-27;  17:00:04;3;22;2
948; 2024-02-27;  11:00:04;4;23;3
949; 2024-02-27;  13:30:04;5;24;4
950; 2024-02-27;  16:15:04;6;25;5
951; 2024-02-27;  12:00:04;7;1;1
952; 2024-02-27;  14:30:04;8;2;2
953; 2024-02-27;  17:00:04;9;3;3
954; 2024-02-27;  10:45:04;10;4;4
955; 2024-02-27;  13:30:04;11;5;5
956; 2024-02-27;  16:15:04;12;6;1
957; 2024-02-27;  12:00:04;13;7;2
958; 2024-02-27;  14:30:04;14;8;3
959; 2024-02-27;  17:00:04;15;9;4
960; 2024-02-27;  11:15:04;16;10;5
961; 2024-02-27;  13:45:04;1;11;1
962; 2024-02-27;  16:30:04;2;12;2
963; 2024-02-27;  12:15:04;3;13;3
964; 2024-02-27;  14:45:04;4;14;4
965; 2024-02-27;  17:00:04;5;15;5
966; 2024-02-27;  11:00:04;6;16;1
967; 2024-02-27;  13:30:04;7;17;2
968; 2024-02-27;  12:00:04;8;18;3
969; 2024-02-27;  14:30:04;9;19;4
970; 2024-02-27;  17:00:04;10;20;5
971; 2024-02-27;  11:15:04;11;21;1
972; 2024-02-27;  13:45:04;12;22;2
973; 2024-02-27;  16:30:04;13;23;3
974; 2024-02-27;  12:15:04;14;24;4
975; 2024-02-27;  14:45:04;15;25;5
976; 2024-02-28;  17:00:04;16;1;1
977; 2024-02-28;  11:00:04;1;2;2
978; 2024-02-28;  13:30:04;2;3;3
979; 2024-02-28;  16:15:04;3;4;4
980; 2024-02-28;  13:30:04;4;5;5
981; 2024-02-28;  16:15:04;5;6;1
982; 2024-02-28;  12:00:04;6;7;2
983; 2024-02-28;  14:30:04;7;8;3
984; 2024-02-28;  16:45:04;8;9;4
985; 2024-02-28;  10:00:04;9;10;5
986; 2024-02-28;  11:45:04;10;11;1
987; 2024-02-28;  16:15:04;11;12;2
988; 2024-02-28;  12:00:04;12;13;3
989; 2024-02-28;  14:30:04;13;14;4
990; 2024-02-28;  17:00:04;14;15;5
991; 2024-02-28;  11:15:04;15;16;1
992; 2024-02-28;  13:45:04;16;17;2
993; 2024-02-28;  16:30:04;1;18;3
994; 2024-02-28;  12:15:04;2;19;4
995; 2024-02-28;  14:45:04;3;20;5
996; 2024-02-28;  17:00:04;4;21;1
997; 2024-02-28;  11:00:04;5;22;2
998; 2024-02-28;  13:30:04;6;23;3
999; 2024-02-28;  16:15:04;7;24;4
1000; 2024-02-28;  12:00:04;8;25;5
1001; 2024-02-28;  13:00:05;9;1;1
1002; 2024-02-28;  15:30:05;10;2;2
1003; 2024-02-28;  18:00:05;11;3;3
1004; 2024-02-28;  13:30:05;12;4;4
1005; 2024-02-28;  16:00:05;13;5;5
1006; 2024-02-28;  19:00:05;14;6;1
1007; 2024-02-28;  14:00:05;15;7;2
1008; 2024-02-28;  17:30:05;16;8;3
1009; 2024-02-28;  20:00:05;1;9;4
1010; 2024-02-28;  12:45:05;2;10;5
1011; 2024-02-28;  15:15:05;3;11;1
1012; 2024-02-28;  17:45:05;4;12;2
1013; 2024-02-28;  11:30:05;5;13;3
1014; 2024-02-28;  14:00:05;6;14;4
1015; 2024-02-28;  16:30:05;7;15;5
1016; 2024-02-28;  10:00:05;8;16;1
1017; 2024-02-28;  12:15:05;9;17;2
1018; 2024-02-28;  15:00:05;10;18;3
1019; 2024-02-28;  13:45:05;11;19;4
1020; 2024-02-28;  16:00:05;12;20;5
1021; 2024-02-28;  18:45:05;13;21;1
1022; 2024-02-28;  12:30:05;14;22;2
1023; 2024-02-28;  15:00:05;15;23;3
1024; 2024-02-28;  17:30:05;16;24;4
1025; 2024-02-28;  14:15:05;1;25;5
1026; 2024-02-28;  16:45:05;2;1;1
1027; 2024-02-28;  19:00:05;3;2;2
1028; 2024-02-28;  11:00:05;4;3;3
1029; 2024-02-28;  13:30:05;5;4;4
1030; 2024-02-28;  16:15:05;6;5;5
1031; 2024-02-28;  12:00:05;7;6;1
1032; 2024-02-28;  14:30:05;8;7;2
1033; 2024-02-28;  17:00:05;9;8;3
1034; 2024-02-28;  13:15:05;10;9;4
1035; 2024-02-28;  15:45:05;11;10;5
1036; 2024-02-28;  18:30:05;12;11;1
1037; 2024-02-28;  10:30:05;13;12;2
1038; 2024-02-28;  13:00:05;14;13;3
1039; 2024-02-28;  15:45:05;15;14;4
1040; 2024-02-28;  11:00:05;16;15;5
1041; 2024-02-28;  14:00:05;1;16;1
1042; 2024-02-28;  16:30:05;2;17;2
1043; 2024-02-28;  12:15:05;3;18;3
1044; 2024-02-28;  14:45:05;4;19;4
1045; 2024-02-28;  17:00:05;5;20;5
1046; 2024-02-28;  10:45:05;6;21;1
1047; 2024-02-28;  13:30:05;7;22;2
1048; 2024-02-28;  16:15:05;8;23;3
1049; 2024-02-28;  12:00:05;9;24;4
1050; 2024-02-28;  14:30:05;10;25;5
1051; 2024-02-29;  17:00:05;11;1;1
1052; 2024-02-29;  13:15:05;12;2;2
1053; 2024-02-29;  15:45:05;13;3;3
1054; 2024-02-29;  18:30:05;14;4;4
1055; 2024-02-29;  10:30:05;15;5;5
1056; 2024-02-29;  13:00:05;16;6;1
1057; 2024-02-29;  15:45:05;1;7;2
1058; 2024-02-29;  11:00:05;2;8;3
1059; 2024-02-29;  14:00:05;3;9;4
1060; 2024-02-29;  16:30:05;4;10;5
1061; 2024-02-29;  12:15:05;5;11;1
1062; 2024-02-29;  14:45:05;6;12;2
1063; 2024-02-29;  17:00:05;7;13;3
1064; 2024-02-29;  10:45:05;8;14;4
1065; 2024-02-29;  13:30:05;9;15;5
1066; 2024-02-29;  16:15:05;10;16;1
1067; 2024-02-29;  12:00:05;11;17;2
1068; 2024-02-29;  14:30:05;12;18;3
1069; 2024-02-29;  17:00:05;13;19;4
1070; 2024-02-29;  11:15:05;14;20;5
1071; 2024-02-29;  13:45:05;15;21;1
1072; 2024-02-29;  16:30:05;16;22;2
1073; 2024-02-29;  12:15:05;1;23;3
1074; 2024-02-29;  14:45:05;2;24;4
1075; 2024-02-29;  17:00:05;3;25;5
1076; 2024-02-29;  11:00:05;4;1;1
1077; 2024-02-29;  13:30:05;5;2;2
1078; 2024-02-29;  16:15:05;6;3;3
1079; 2024-02-29;  12:00:05;7;4;4
1080; 2024-02-29;  14:30:05;8;5;5
1081; 2024-02-29;  17:00:05;9;6;1
1082; 2024-02-29;  11:15:05;10;7;2
1083; 2024-02-29;  13:45:05;11;8;3
1084; 2024-02-29;  16:30:05;12;9;4
1085; 2024-02-29;  12:15:05;13;10;5
1086; 2024-02-29;  14:45:05;14;11;1
1087; 2024-02-29;  17:00:05;15;12;2
1088; 2024-02-29;  11:00:05;16;13;3
1089; 2024-02-29;  13:30:05;1;14;4
1090; 2024-02-29;  16:15:05;2;15;5
1091; 2024-02-29;  12:00:05;3;16;1
1092; 2024-02-29;  14:30:05;4;17;2
1093; 2024-02-29;  17:00:05;5;18;3
1094; 2024-02-29;  10:45:05;6;19;4
1095; 2024-02-29;  13:30:05;7;20;5
1096; 2024-02-29;  16:15:05;8;21;1
1097; 2024-02-29;  12:00:05;9;22;2
1098; 2024-02-29;  14:30:05;10;23;3
1099; 2024-02-29;  17:00:05;11;24;4
1100; 2024-02-29;  11:15:05;12;25;5
1101; 2024-02-29;  13:45:05;13;1;1
1102; 2024-02-29;  16:30:05;14;2;2
1103; 2024-02-29;  12:15:05;15;3;3
1104; 2024-02-29;  14:45:05;16;4;4
1105; 2024-02-29;  17:00:05;1;5;5
1106; 2024-02-29;  11:00:05;2;6;1
1107; 2024-02-29;  13:30:05;3;7;2
1108; 2024-02-29;  16:15:05;4;8;3
1109; 2024-02-29;  12:00:05;5;9;4
1110; 2024-02-29;  14:30:05;6;10;5
1111; 2024-02-29;  17:00:05;7;11;1
1112; 2024-02-29;  11:15:05;8;12;2
1113; 2024-02-29;  13:45:05;9;13;3
1114; 2024-02-29;  16:30:05;10;14;4
1115; 2024-02-29;  12:15:05;11;15;5
1116; 2024-02-29;  14:45:05;12;16;1
1117; 2024-02-29;  17:00:05;13;17;2
1118; 2024-02-29;  11:00:05;14;18;3
1119; 2024-02-29;  13:30:05;15;19;4
1120; 2024-02-29;  16:15:05;16;20;5
1121; 2024-02-29;  12:00:05;1;21;1
1122; 2024-02-29;  14:30:05;2;22;2
1123; 2024-02-29;  17:00:05;3;23;3
1124; 2024-02-29;  10:45:05;4;24;4
1125; 2024-02-29;  13:30:05;5;25;5
1126; 2024-03-01;  16:15:05;6;1;1
1127; 2024-03-01;  12:00:05;7;2;2
1128; 2024-03-01;  14:30:05;8;3;3
1129; 2024-03-01;  17:00:05;9;4;4
1130; 2024-03-01;  11:15:05;10;5;5
1131; 2024-03-01;  13:45:05;11;6;1
1132; 2024-03-01;  16:30:05;12;7;2
1133; 2024-03-01;  12:15:05;13;8;3
1134; 2024-03-01;  14:45:05;14;9;4
1135; 2024-03-01;  17:00:05;15;10;5
1136; 2024-03-01;  11:00:05;16;11;1
1137; 2024-03-01;  13:30:05;1;12;2
1138; 2024-03-01;  16:15:05;2;13;3
1139; 2024-03-01;  12:00:05;3;14;4
1140; 2024-03-01;  14:30:05;4;15;5
1141; 2024-03-01;  17:00:05;5;16;1
1142; 2024-03-01;  11:15:05;6;17;2
1143; 2024-03-01;  13:45:05;7;18;3
1144; 2024-03-01;  16:30:05;8;19;4
1145; 2024-03-01;  12:15:05;9;20;5
1146; 2024-03-01;  14:45:05;10;21;1
1147; 2024-03-01;  17:00:05;11;22;2
1148; 2024-03-01;  11:00:05;12;23;3
1149; 2024-03-01;  13:30:05;13;24;4
1150; 2024-03-01;  16:15:05;14;25;5
1151; 2024-03-01;  12:00:05;15;1;1
1152; 2024-03-01;  14:30:05;16;2;2
1153; 2024-03-01;  17:00:05;1;3;3
1154; 2024-03-01;  10:45:05;2;4;4
1155; 2024-03-01;  13:30:05;3;5;5
1156; 2024-03-01;  16:15:05;4;6;1
1157; 2024-03-01;  12:00:05;5;7;2
1158; 2024-03-01;  14:30:05;6;8;3
1159; 2024-03-01;  17:00:05;7;9;4
1160; 2024-03-01;  11:15:05;8;10;5
1161; 2024-03-01;  13:45:05;9;11;1
1162; 2024-03-01;  16:30:05;10;12;2
1163; 2024-03-01;  12:15:05;11;13;3
1164; 2024-03-01;  14:45:05;12;14;4
1165; 2024-03-01;  17:00:05;13;15;5
1166; 2024-03-01;  11:00:05;14;16;1
1167; 2024-03-01;  13:30:05;15;17;2
1168; 2024-03-01;  12:00:05;16;18;3
1169; 2024-03-01;  14:30:05;1;19;4
1170; 2024-03-01;  17:00:05;2;20;5
1171; 2024-03-01;  11:15:05;3;21;1
1172; 2024-03-01;  13:45:05;4;22;2
1173; 2024-03-01;  16:30:05;5;23;3
1174; 2024-03-01;  12:15:05;6;24;4
1175; 2024-03-01;  14:45:05;7;25;5
1176; 2024-03-01;  17:00:05;8;1;1
1177; 2024-03-01;  11:00:05;9;2;2
1178; 2024-03-01;  13:30:05;10;3;3
1179; 2024-03-01;  16:15:05;11;4;4
1180; 2024-03-01;  13:30:05;12;5;5
1181; 2024-03-01;  16:15:05;13;6;1
1182; 2024-03-01;  12:00:05;14;7;2
1183; 2024-03-01;  14:30:05;15;8;3
1184; 2024-03-01;  16:45:05;16;9;4
1185; 2024-03-01;  10:00:05;1;10;5
